include,geographic_scale,study_area,specific_area,taxonomic_resolution,taxonomic_unit_revised,kingdom,phylum,class,order,family,genus,ecosystem,realm,information_source,gradient,position,measurement_type,observation,startperiod_orig,startperiod_startyear,startperiod_endyear,startperiod_midyear,endperiod_orig,endperiod_startyear,endperiod_endyear,endperiod_midyear,n_years,n_years_midyear,number_of_censuses,magnitude_of_shift,unit_of_shift,azimuth_of_shift,shift_tested,shift_significant,data_cleaning,modelling_conducted,other_effects,shift_source,language,reference_no,publication_id,doi,authors,article_title,publication_year,source_title,data_section,notes,lat_mean,comment,edit_info,recorder_name
1,entire_japan,Japan,Eastern coast,species,Siganus fuscescens,Animalia,Chordata,Teleostei,Acanthuriformes,Siganidae,Siganus,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1967,1967,1967,1967,2013,2013,2013,2013,48,46,NA,11.52,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Kyphosus bigibbus,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1967,1967,1967,1967,2013,2013,2013,2013,48,46,NA,3.68,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Kyphosus bigibbus,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1967,1967,1967,1967,2013,2013,2013,2013,48,46,NA,-0.04,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Calotomus japonicus,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Calotomus,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1978,1978,1978,1978,2007,2007,2007,2007,31,29,NA,3.51,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Calotomus japonicus,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Calotomus,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1978,1978,1978,1978,2007,2007,2007,2007,31,29,NA,4.85,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Acropora pruinosa,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2014,2014,2014,2014,81,79,NA,0.46,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Acropora pruinosa,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2014,2014,2014,2014,81,79,NA,0.85,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Acropora solitaryensis,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1965,1965,1965,1965,2012,2012,2012,2012,49,47,NA,5.78,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Acropora solitaryensis,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1965,1965,1965,1965,2012,2012,2012,2012,49,47,NA,2.87,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Acropora spicifera,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2012,2012,2012,2012,79,77,NA,1.5,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Acropora spicifera,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2012,2012,2012,2012,79,77,NA,1.14,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Acropora muricata,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,4,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Acropora muricata,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,3.33,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Alveopora japonica,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Alveopora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2014,2014,2014,2014,81,79,NA,2.8,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Alveopora japonica,Animalia,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Alveopora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2014,2014,2014,2014,81,79,NA,0.51,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Pavona decussata,Animalia,Cnidaria,Hexacorallia,Scleractinia,Agariciidae,Pavona,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.47,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Pavona decussata,Animalia,Cnidaria,Hexacorallia,Scleractinia,Agariciidae,Pavona,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.96,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Lithophyllon undulatum,Animalia,Cnidaria,Hexacorallia,Scleractinia,Fungiidae,Lithophyllon,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.33,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Lithophyllon undulatum,Animalia,Cnidaria,Hexacorallia,Scleractinia,Fungiidae,Lithophyllon,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,-0.35,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Astraeosmilia tumida,Animalia,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Astraeosmilia,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.39,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Astraeosmilia tumida,Animalia,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Astraeosmilia,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.7,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Dipsastraea speciosa,Animalia,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Dipsastraea,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,1.01,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Dipsastraea speciosa,Animalia,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Dipsastraea,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,1.48,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Hydnophora exesa,Animalia,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Hydnophora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.61,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Hydnophora exesa,Animalia,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Hydnophora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.91,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Oulastrea crispata,Animalia,Cnidaria,Hexacorallia,Scleractinia,Oulastreidae,Oulastrea,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2015,2015,2015,2015,82,80,NA,1.63,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Oulastrea crispata,Animalia,Cnidaria,Hexacorallia,Scleractinia,Oulastreidae,Oulastrea,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1935,1935,1935,1935,2015,2015,2015,2015,82,80,NA,1.55,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Pocillopora damicornis,Animalia,Cnidaria,Hexacorallia,Scleractinia,Pocilloporidae,Pocillopora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,1.05,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Pocillopora damicornis,Animalia,Cnidaria,Hexacorallia,Scleractinia,Pocilloporidae,Pocillopora,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1932,1932,1932,1932,2015,2015,2015,2015,85,83,NA,0.56,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Myagropsis myagroides,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Myagropsis,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1946,1946,1946,1946,2014,2014,2014,2014,70,68,NA,4.12,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Eastern coast,species,Myagropsis myagroides,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Myagropsis,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1946,1946,1946,1946,2014,2014,2014,2014,70,68,NA,-2.25,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
1,entire_japan,Japan,Western coast,species,Sargassum confusum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,centroid,occurrence_presonly,occurrence,1919,1919,1919,1919,2014,2014,2014,2014,97,95,NA,4.43,km/year,NA,no,na,yes,yes,na,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years),NA,"number of censuses was entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported.",na,Jorge
