Recorder name,Language,Reference no,Study region,Area name,Kingdom,Taxonomic resolution,Taxonomic unit,Taxonomic unit_revised,Ecosystem,Information source,Gradient,Position,Measurement type,Start period,End period,N years,Number of censuses,Magnitude of shift,Unit of shift,Azimuth of shift,Shift tested,Shift significant,Data cleaning,Modelling conducted,Other effects,Shift source,Notes
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Acropora muricata,Acropora muricata,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1965-1977,1988-1995,NA,NA,4,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Acropora muricata,Acropora muricata,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1988-1995,1999-2010,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,East China Sea coast,Animalia,Species,Acropora solitaryensis,Acropora solitaryensis,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1988-1995,1999-2010,NA,NA,8,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Acropora solitaryensis,Acropora solitaryensis,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1931-1932,1965-1977,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Acropora solitaryensis,Acropora solitaryensis,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1965-1977,1988-1995,NA,NA,5,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Acropora solitaryensis,Acropora solitaryensis,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1988-1995,1999-2010,NA,NA,2,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,East China Sea coast,Animalia,Species,Pavona decussata,Pavona decussata,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1965-1977,1988-1995,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,East China Sea coast,Animalia,Species,Pavona decussata,Pavona decussata,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1988-1995,1999-2010,NA,NA,5,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Pavona decussata,Pavona decussata,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1931-1932,1965-1977,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Pavona decussata,Pavona decussata,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1965-1977,1988-1995,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Pavona decussata,Pavona decussata,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1988-1995,1999-2010,NA,NA,5,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Caulastrea tumida,Astraeosmilia tumida,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1965-1977,1988-1995,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Caulastrea tumida,Astraeosmilia tumida,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1988-1995,1999-2010,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Lithophyllon undulatum,Lithophyllon undulatum,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1965-1977,1988-1995,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1667,Japan,Pacific coast,Animalia,Species,Lithophyllon undulatum,Lithophyllon undulatum,Marine,Literature and museum specimens,Latitude,Leading,Occurrence (presence-only),1988-1995,1999-2010,NA,NA,0,km/year,NA,No,NA,No,No,NA,Stated,Shifts provided as minimum estimates of expansion rates over the period
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Gadus macrocephalus,Gadus macrocephalus,Marine,Trawl fishery data,Latitude,Centroid,CPUE,1982,2020,39,NA,-0.022,degree year-1,NA,Estimated,No,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Gadus macrocephalus,Gadus macrocephalus,Marine,Trawl fishery data,Longitude,Centroid,CPUE,1982,2020,39,NA,-0.072,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Doederleinia berycoides,Doederleinia berycoides,Marine,Trawl fishery data,Latitude,Centroid,CPUE,1982,2020,39,NA,-0.016,degree year-1,NA,Estimated,No,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Doederleinia berycoides,Doederleinia berycoides,Marine,Trawl fishery data,Longitude,Centroid,CPUE,1982,2020,39,NA,-0.059,degree year-1,NA,Estimated,No,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Hippoglossoides dubius,Hippoglossoides dubius,Marine,Trawl fishery data,Latitude,Centroid,CPUE,1982,2020,39,NA,0.003,degree year-1,NA,Estimated,No,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Hippoglossoides dubius,Hippoglossoides dubius,Marine,Trawl fishery data,Longitude,Centroid,CPUE,1982,2020,39,NA,0.003,degree year-1,NA,Estimated,No,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Glyptocephalus stelleri,Glyptocephalus stelleri,Marine,Trawl fishery data,Latitude,Centroid,CPUE,1982,2020,39,NA,0.009,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Glyptocephalus stelleri,Glyptocephalus stelleri,Marine,Trawl fishery data,Longitude,Centroid,CPUE,1982,2020,39,NA,0.008,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Arctoscopus japonicus,Arctoscopus japonicus,Marine,Trawl fishery data,Latitude,Centroid,CPUE,1982,2020,39,NA,0.013,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Arctoscopus japonicus,Arctoscopus japonicus,Marine,Trawl fishery data,Longitude,Centroid,CPUE,1982,2020,39,NA,0.025,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Cleisthenes pinetorum,Cleisthenes pinetorum,Marine,Trawl fishery data,Latitude,Centroid,CPUE,1982,2020,39,NA,0.008,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Cleisthenes pinetorum,Cleisthenes pinetorum,Marine,Trawl fishery data,Longitude,Centroid,CPUE,1982,2020,39,NA,0.017,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Chionoecetes opilio,Chionoecetes opilio,Marine,Trawl fishery data,Latitude,Centroid,CPUE,1982,2020,39,NA,-0.001,degree year-1,NA,Estimated,No,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E1991,Japan,Sea of Japan (central-western sector),Animalia,Species,Chionoecetes opilio,Chionoecetes opilio,Marine,Trawl fishery data,Longitude,Centroid,CPUE,1982,2020,39,NA,-0.012,degree year-1,NA,Estimated,Yes,Yes,Yes,NA,Estimated,Estimated from Fig. 6b and taken as slope of linear regression on lat and lon of predicted COG. The significance correspond to that of the slope coefficient of the linear regression (significant if p-value <= 0.05)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Ecklonia stolonifera ,Ecklonia stolonifera ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1940,2007,69,NA,0.61,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,species,Undaria pinnatifida,Undaria pinnatifida,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2014,70,NA,2.02,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Undaria pinnatifida,Undaria pinnatifida,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2014,70,NA,1.07,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,species,Undaria peterseniana  ,Undaria pinnatifida,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1940,2007,69,NA,1.47,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Undaria peterseniana  ,Undaria pinnatifida,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1940,2007,69,NA,1.95,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,species,Ecklonia bicyclis ,Eisenia bicyclis,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1933,2014,83,NA,0.94,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Ecklonia bicyclis ,Eisenia bicyclis,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1933,2014,83,NA,1.14,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,species,Ecklonia cava/kurome ,Ecklonia cava,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1933,2013,82,NA,2.4,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Ecklonia cava/kurome ,Ecklonia cava,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1933,2013,82,NA,1.68,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Ecklonia arborea ,Eisenia arborea,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1952,2009,59,NA,1.19,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Undaria undarioides ,Undaria pinnatifida,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1968,2009,43,NA,2.24,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,species,Ecklonia radicosa,Ecklonia radicosa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1929,2012,85,NA,0.86,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,species,Ecklonia radicosa,Ecklonia radicosa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1929,2012,85,NA,2.13,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum confusum,Sargassum confusum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1919,2014,97,NA,4.43,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum confusum,Sargassum confusum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1919,2014,97,NA,2.83,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum thunbergii ,Sargassum thunbergii ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1927,2013,88,NA,-1.1,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum thunbergii ,Sargassum thunbergii ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1927,2013,88,NA,-5.25,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum horneri  ,Sargassum horneri  ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1929,2014,87,NA,2.29,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum horneri  ,Sargassum horneri  ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1929,2014,87,NA,1.14,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum siliquastrum,Sargassum siliquastrum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1923,2014,93,NA,5.36,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum siliquastrum,Sargassum siliquastrum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1923,2014,93,NA,1.8,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Myagropsis myagroides ,Myagropsis myagroides ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2014,70,NA,4.12,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Myagropsis myagroides ,Myagropsis myagroides ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2014,70,NA,-2.25,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum fulvellum,Sargassum fulvellum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2014,84,NA,3,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum fulvellum,Sargassum fulvellum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2014,84,NA,0.39,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum micracanthum,Sargassum micracanthum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1919,2014,97,NA,2.27,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum micracanthum,Sargassum micracanthum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1919,2014,97,NA,-0.14,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum macrocarpum,Sargassum macrocarpum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1924,2013,91,NA,4.94,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum macrocarpum,Sargassum macrocarpum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1924,2013,91,NA,-2.63,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum nigrifolium,Sargassum nigrifolium,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2009,76,NA,0.95,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum coreanum,Sargassum coreanum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1922,2011,91,NA,3.42,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum coreanum,Sargassum coreanum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1922,2011,91,NA,-0.95,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum muticum ,Sargassum muticum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1913,2012,101,NA,4.48,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum muticum ,Sargassum muticum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1913,2012,101,NA,0.95,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum fusiforme ,Sargassum fusiforme ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1940,2014,76,NA,-1.12,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum fusiforme ,Sargassum fusiforme ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1940,2014,76,NA,-3.14,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum piluliferum ,Sargassum piluliferum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2013,69,NA,3.71,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum piluliferum ,Sargassum piluliferum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2013,69,NA,-3.55,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum patens ,Sargassum patens ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2014,70,NA,5.36,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum patens ,Sargassum patens ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1946,2014,70,NA,-1.21,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum hemiphyllum ,Sargassum hemiphyllum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1919,2013,96,NA,2.72,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum hemiphyllum ,Sargassum hemiphyllum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1919,2013,96,NA,-2.5,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum yendoi ,Sargassum yendoi ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1924,2012,90,NA,3.79,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum yendoi ,Sargassum yendoi ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1924,2012,90,NA,-4.08,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum yamamotoi ,Sargassum yamamotoi ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1924,2012,90,NA,-1.55,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum okamurae ,Sargassum okamurae ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1894,2012,120,NA,-2.51,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum crispifolium ,Sargassum crispifolium ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1925,2012,89,NA,-2.6,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum crispifolium ,Sargassum crispifolium ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1925,2012,89,NA,-2.34,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum nipponicum ,Sargassum nipponicum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1925,2013,90,NA,-4.11,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum alternato-pinnatum ,Sargassum alternato-pinnatum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1940,2014,76,NA,7.2,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum alternato-pinnatum ,Sargassum alternato-pinnatum ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1940,2014,76,NA,6.43,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Chromista,Species,Sargassum ilicifolium ,Sargassum ilicifolium ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2012,82,NA,3.32,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
